Authors,Title,Journal/Booktitle,Volume/Pages,DOI,Type
"Dongkuan Xu, Ian En-Hsu Yen, Jinxi Zhao, Zhibin Xiao",Rethinking Network Pruning - under the Pre-train and Fine-tune Paradigm.,CoRR,abs/2104.08682(2021): ,https://arxiv.org/abs/2104.08682,article
"Shaoyi Huang, Dongkuan Xu, Ian En-Hsu Yen, Sung-En Chang, Bingbing Li, Shiyang Chen, Mimi Xie, Hang Liu 0001, Caiwen Ding","Sparse Progressive Distillation: Resolving Overfitting under
                Pretrain-and-Finetune Paradigm.",CoRR,abs/2110.08190(2021): ,https://arxiv.org/abs/2110.08190,article
"Dongkuan Xu, Wei Cheng 0002, Dongsheng Luo, Haifeng Chen, Xiang Zhang 0001",InfoGCL: Information-Aware Graph Contrastive Learning.,CoRR,abs/2110.15438(2021): ,https://arxiv.org/abs/2110.15438,article
"Dongkuan Xu, Wei Cheng 0002, Bo Zong, Dongjin Song, Jingchao Ni, Wenchao Yu, Yanchi Liu, Haifeng Chen, Xiang Zhang 0001","Tensorized LSTM with Adaptive Shared Memory for Learning Trends in Multivariate
                Time Series.",AAAI,2020: 1395-1402,https://ojs.aaai.org/index.php/AAAI/article/view/5496,inproceedings
"Junjie Liang, Dongkuan Xu, Yiwei Sun, Vasant G. Honavar",LMLFM: Longitudinal Multi-Level Factorization Machine.,AAAI,2020: 4811-4818,https://ojs.aaai.org/index.php/AAAI/article/view/5916,inproceedings
"Dongsheng Luo, Wei Cheng 0002, Dongkuan Xu, Wenchao Yu, Bo Zong, Haifeng Chen, Xiang Zhang 0001",Parameterized Explainer for Graph Neural Network.,NeurIPS,2020: ,"
                https://proceedings.neurips.cc/paper/2020/hash/e37b08dd3015330dcbb5d6663667b8b8-Abstract.html",inproceedings
"Xin Dong 0010, Yaxin Zhu, Yupeng Zhang, Zuohui Fu, Dongkuan Xu, Sen Yang 0002, Gerard de Melo","Leveraging Adversarial Training in Self-Learning for Cross-Lingual Text
                Classification.",SIGIR,2020: 1541-1544,https://doi.org/10.1145/3397271.3401209,inproceedings
"Junjie Liang, Yanting Wu, Dongkuan Xu, Vasant G. Honavar",Longitudinal Deep Kernel Gaussian Process Regression.,CoRR,abs/2005.11770(2020): ,https://arxiv.org/abs/2005.11770,article
"Xin Dong 0010, Yaxin Zhu, Yupeng Zhang, Zuohui Fu, Dongkuan Xu, Sen Yang 0002, Gerard de Melo","Leveraging Adversarial Training in Self-Learning for Cross-Lingual Text
                Classification.",CoRR,abs/2007.15072(2020): ,https://arxiv.org/abs/2007.15072,article
"Dongsheng Luo, Wei Cheng 0002, Dongkuan Xu, Wenchao Yu, Bo Zong, Haifeng Chen, Xiang Zhang 0001",Parameterized Explainer for Graph Neural Network.,CoRR,abs/2011.04573(2020): ,https://arxiv.org/abs/2011.04573,article
"Dongkuan Xu, Wei Cheng 0002, Dongsheng Luo, Yameng Gu, Xiao Liu, Jingchao Ni, Bo Zong, Haifeng Chen, Xiang Zhang 0001",Adaptive Neural Network for Node Classification in Dynamic Networks.,ICDM,2019: 1402-1407,https://doi.org/10.1109/ICDM.2019.00181,inproceedings
"Dongkuan Xu, Wei Cheng 0002, Dongsheng Luo, Xiao Liu, Xiang Zhang 0001","Spatio-Temporal Attentive RNN for Node Classification in Temporal Attributed
                Graphs.",IJCAI,2019: 3947-3953,https://doi.org/10.24963/ijcai.2019/548,inproceedings
"Dongkuan Xu, Wei Cheng 0002, Bo Zong, Jingchao Ni, Dongjin Song, Wenchao Yu, Yuncong Chen, Haifeng Chen, Xiang Zhang 0001",Deep Co-Clustering.,SDM,2019: 414-422,https://doi.org/10.1137/1.9781611975673.47,inproceedings
"Junjie Liang, Dongkuan Xu, Yiwei Sun, Vasant G. Honavar",LMLFM: Longitudinal Multi-Level Factorization Machine.,CoRR,abs/1911.04062(2019): ,http://arxiv.org/abs/1911.04062,article
"Jingchao Ni, Shiyu Chang, Xiao Liu, Wei Cheng 0002, Haifeng Chen, Dongkuan Xu, Xiang Zhang 0001",Co-Regularized Deep Multi-Network Embedding.,WWW,2018: 469-478,https://doi.org/10.1145/3178876.3186113,inproceedings
"Dongkuan Xu, Jia Wu 0001, Dewei Li, Yingjie Tian 0001, Xingquan Zhu 0001, Xindong Wu 0001",SALE: Self-adaptive LSH encoding for multi-instance learning.,Pattern Recognit.,71(2017): 460-482,https://doi.org/10.1016/j.patcog.2017.04.029,article
"Dewei Li, Dongkuan Xu, Jingjing Tang, Yingjie Tian 0001",Metric learning for multi-instance classification with collapsed bags.,IJCNN,2017: 372-379,https://doi.org/10.1109/IJCNN.2017.7965878,inproceedings
"Dongkuan Xu, Jia Wu 0001, Wei Zhang 0098, Yingjie Tian 0001","PIGMIL: Positive Instance Detection via Graph Updating for Multiple Instance
                Learning.",CoRR,abs/1612.03550(2016): ,http://arxiv.org/abs/1612.03550,article
"Dongkuan Xu, Yi Zhang, Cheng Cheng, Wei Xu 0008, Likuan Zhang",A Neural Network-Based Ensemble Prediction Using PMRS and ECM.,HICSS,2014: 1335-1343,https://doi.org/10.1109/HICSS.2014.172,inproceedings
