Authors,Title,Journal/Booktitle,Volume/Pages,DOI,Type
"Huy Tu, Tim Menzies","DebtFree: minimizing labeling cost in self-admitted technical debt identification
                using semi-supervised learning.",Empir. Softw. Eng.,27(2022): 80,https://doi.org/10.1007/s10664-022-10121-w,article
"Tianpei Xia, Wei Fu 0002, Rui Shu, Rishabh Agrawal, Tim Menzies","Predicting health indicators for open source projects (using hyperparameter
                optimization).",Empir. Softw. Eng.,27(2022): 122,https://doi.org/10.1007/s10664-022-10171-0,article
"Sarah Elder, Nusrat Zahan, Rui Shu, Monica Metro, Valeri Kozarev, Tim Menzies, Laurie A. Williams",Do I really need all this work to find vulnerabilities?,Empir. Softw. Eng.,27(2022): 154,https://doi.org/10.1007/s10664-022-10179-6,article
"Zhe Yu 0002, Jeffrey C. Carver, Gregg Rothermel, Tim Menzies",Assessing expert system-assisted literature reviews with a case study.,Expert Syst. Appl.,200(2022): 116958,https://doi.org/10.1016/j.eswa.2022.116958,article
"Nelly Bencomo, Jin L. C. Guo, Rachel Harrison, Hans-Martin Heyn, Tim Menzies",The Secret to Better AI and Better Software (Is Requirements Engineering).,IEEE Softw.,39(2022): 105-110,https://doi.org/10.1109/MS.2021.3118099,article
"Huy Tu, Zhe Yu 0002, Tim Menzies",Better Data Labelling With EMBLEM (and how that Impacts Defect Prediction).,IEEE Trans. Software Eng.,48(2022): 278-294,https://doi.org/10.1109/TSE.2020.2986415,article
"Zhe Yu 0002, Fahmid Morshed Fahid, Huy Tu, Tim Menzies",Identifying Self-Admitted Technical Debts With Jitterbug: A Two-Step Approach.,IEEE Trans. Software Eng.,48(2022): 1676-1691,https://doi.org/10.1109/TSE.2020.3031401,article
"Tianpei Xia, Rui Shu, Xipeng Shen, Tim Menzies",Sequential Model Optimization for Software Effort Estimation.,IEEE Trans. Software Eng.,48(2022): 1994-2009,https://doi.org/10.1109/TSE.2020.3047072,article
"Kewen Peng, Tim Menzies",Defect Reduction Planning (Using TimeLIME).,IEEE Trans. Software Eng.,48(2022): 2510-2525,https://doi.org/10.1109/TSE.2021.3062968,article
"Xiao Ling, Rishabh Agrawal, Tim Menzies",How Different is Test Case Prioritization for Open and Closed Source Projects?,IEEE Trans. Software Eng.,48(2022): 2526-2540,https://doi.org/10.1109/TSE.2021.3063220,article
"Amritanshu Agrawal, Xueqi Yang, Rishabh Agrawal, Rahul Yedida, Xipeng Shen, Tim Menzies","Simpler Hyperparameter Optimization for Software Analytics: Why, How, When?",IEEE Trans. Software Eng.,48(2022): 2939-2954,https://doi.org/10.1109/TSE.2021.3073242,article
"Rahul Yedida, Tim Menzies",On the Value of Oversampling for Deep Learning in Software Defect Prediction.,IEEE Trans. Software Eng.,48(2022): 3103-3116,https://doi.org/10.1109/TSE.2021.3079841,article
"Rui Shu, Tianpei Xia, Laurie A. Williams, Tim Menzies","Dazzle: Using Optimized Generative Adversarial Networks to Address Security Data
                Class Imbalance Issue.",MSR,2022: 144-155,https://doi.org/10.1145/3524842.3528437,inproceedings
"Rahul Yedida, Tim Menzies","How to Improve Deep Learning for Software Analytics (a case study with code smell
                detection).",MSR,2022: 156-166,https://doi.org/10.1145/3524842.3528458,inproceedings
"Suvodeep Majumder, Tianpei Xia, Rahul Krishna, Tim Menzies","Methods for Stabilizing Models Across Large Samples of Projects (with case
                studies on Predicting Defect and Project Health).",MSR,2022: 566-578,https://doi.org/10.1145/3524842.3527934,inproceedings
"Huy Tu, Tim Menzies","DebtFree: Minimizing Labeling Cost in Self-Admitted Technical Debt Identification
                using Semi-Supervised Learning.",CoRR,abs/2201.10592(2022): ,https://arxiv.org/abs/2201.10592,article
"Rahul Yedida, Tim Menzies","How to Improve Deep Learning for Software Analytics (a case study with code smell
                detection).",CoRR,abs/2202.01322(2022): ,https://arxiv.org/abs/2202.01322,article
"Rui Shu, Tianpei Xia, Laurie A. Williams, Tim Menzies","Dazzle: Using Optimized Generative Adversarial Networks to Address Security Data
                Class Imbalance Issue.",CoRR,abs/2203.11410(2022): ,https://doi.org/10.48550/arXiv.2203.11410,article
"Rui Shu, Tianpei Xia, Huy Tu, Laurie A. Williams, Tim Menzies","Reducing the Cost of Training Security Classifier (via Optimized Semi-Supervised
                Learning).",CoRR,abs/2205.00665(2022): ,https://doi.org/10.48550/arXiv.2205.00665,article
"Rahul Yedida, Hong Jin Kang, Huy Tu, Xueqi Yang, David Lo 0001, Tim Menzies",How to Find Actionable Static Analysis Warnings.,CoRR,abs/2205.10504(2022): ,https://doi.org/10.48550/arXiv.2205.10504,article
"Sarah Elder, Nusrat Zahan, Rui Shu, Monica Metro, Valeri Kozarev, Tim Menzies, Laurie A. Williams","Do I really need all this work to find vulnerabilities? An empirical case study
                comparing vulnerability detection techniques on a Java application.",CoRR,abs/2208.01595(2022): ,https://doi.org/10.48550/arXiv.2208.01595,article
"Suvodeep Majumder, Joymallya Chakraborty, Tim Menzies","When Less is More: On the Value of ""Co-training"" for Semi-Supervised Software
                Defect Predictors.",CoRR,abs/2211.05920(2022): ,https://doi.org/10.48550/arXiv.2211.05920,article
"Guanqin Zhang, Jiankun Sun, Feng Xu, H. M. N. Dilum Bandara, Shiping Chen 0001, Yulei Sui, Tim Menzies",A Tale of Two Cities: Data and Configuration Variances in Robust Deep Learning.,CoRR,abs/2211.10012(2022): ,https://doi.org/10.48550/arXiv.2211.10012,article
"Rui Shu, Tianpei Xia, Jianfeng Chen, Laurie A. Williams, Tim Menzies","How to Better Distinguish Security Bug Reports (Using Dual Hyperparameter
                Optimization).",Empir. Softw. Eng.,26(2021): 53,https://doi.org/10.1007/s10664-020-09906-8,article
"Xueqi Yang, Jianfeng Chen, Rahul Yedida, Zhe Yu 0002, Tim Menzies",Learning to recognize actionable static code warnings (is intrinsically easy).,Empir. Softw. Eng.,26(2021): 56,https://doi.org/10.1007/s10664-021-09948-6,article
"N. C. Shrikanth, William Nichols, Fahmid Morshed Fahid, Tim Menzies",Assessing practitioner beliefs about software engineering.,Empir. Softw. Eng.,26(2021): 73,https://doi.org/10.1007/s10664-021-09957-5,article
"Xueqi Yang, Zhe Yu 0002, Junjie Wang 0001, Tim Menzies",Understanding static code warnings: An incremental AI approach.,Expert Syst. Appl.,167(2021): 114134,https://doi.org/10.1016/j.eswa.2020.114134,article
Tim Menzies,"Shockingly Simple: ""KEYS"" for Better AI for SE.",IEEE Softw.,38(2021): 114-118,https://doi.org/10.1109/MS.2020.3043014,article
"Junjie Wang 0001, Song Wang 0009, Jianfeng Chen, Tim Menzies, Qiang Cui 0001, Miao Xie, Qing Wang 0001","Characterizing Crowds to Better Optimize Worker Recommendation in Crowdsourced
                Testing.",IEEE Trans. Software Eng.,47(2021): 1259-1276,https://doi.org/10.1109/TSE.2019.2918520,article
"Amritanshu Agrawal, Wei Fu 0002, Di Chen, Xipeng Shen, Tim Menzies","How to ""DODGE"" Complex Software Analytics.",IEEE Trans. Software Eng.,47(2021): 2182-2194,https://doi.org/10.1109/TSE.2019.2945020,article
"Zhe Yu 0002, Christopher Theisen, Laurie A. Williams, Tim Menzies",Improving Vulnerability Inspection Efficiency Using Active Learning.,IEEE Trans. Software Eng.,47(2021): 2401-2420,https://doi.org/10.1109/TSE.2019.2949275,article
"Rahul Krishna, Vivek Nair, Pooyan Jamshidi, Tim Menzies",Whence to Learn? Transferring Knowledge in Configurable Systems Using BEETLE.,IEEE Trans. Software Eng.,47(2021): 2956-2972,https://doi.org/10.1109/TSE.2020.2983927,article
"Sarah Elder, Nusrat Zahan, Valeri Kozarev, Rui Shu, Tim Menzies, Laurie A. Williams","Structuring a Comprehensive Software Security Course Around the OWASP Application
                Security Verification Standard.",ICSE (SEET),2021: 95-104,https://doi.org/10.1109/ICSE-SEET52601.2021.00019,inproceedings
"N. C. Shrikanth, Suvodeep Majumder, Tim Menzies",Early Life Cycle Software Defect Prediction. Why? How?,ICSE,2021: 448-459,https://doi.org/10.1109/ICSE43902.2021.00050,inproceedings
"Tim Menzies, Kewen Peng, Andre Lustosa","Fairer Software Made Easier (using ""Keys"").",ASE Workshops,2021: 108-113,https://doi.org/10.1109/ASEW52652.2021.00031,inproceedings
"Huy Tu, Tim Menzies",FRUGAL: Unlocking Semi-Supervised Learning for Software Analytics.,ASE,2021: 394-406,https://doi.org/10.1109/ASE51524.2021.9678617,inproceedings
"Rahul Yedida, Rahul Krishna, Anup K. Kalia, Tim Menzies, Jin Xiao, Maja Vukovic","Lessons learned from hyper-parameter tuning for microservice candidate
                identification.",ASE,2021: 1141-1145,https://doi.org/10.1109/ASE51524.2021.9678704,inproceedings
"Huy Tu, George Papadimitriou 0002, Mariam Kiran, Cong Wang 0014, Anirban Mandal, Ewa Deelman, Tim Menzies",Mining Workflows for Anomalous Data Transfers.,MSR,2021: 1-12,https://doi.org/10.1109/MSR52588.2021.00013,inproceedings
"Joymallya Chakraborty, Suvodeep Majumder, Tim Menzies",Bias in machine learning software: why? how? what to do?,ESEC/SIGSOFT FSE,2021: 429-440,https://doi.org/10.1145/3468264.3468537,inproceedings
"Rahul Yedida, Tim Menzies","Documenting evidence of a reuse of 'a systematic study of the class imbalance
                problem in convolutional neural networks'.",ESEC/SIGSOFT FSE,2021: 1595,https://doi.org/10.1145/3468264.3477212,inproceedings
"Rahul Yedida, Tim Menzies","Documenting evidence of a reuse of 'on the number of linear regions of deep
                neural networks'.",ESEC/SIGSOFT FSE,2021: 1596,https://doi.org/10.1145/3468264.3477213,inproceedings
"Andre Lustosa, Tim Menzies","Documenting evidence of a reuse of 'a systematic literature review of techniques
                and metrics to reduce the cost of mutation testing'.",ESEC/SIGSOFT FSE,2021: 1597,https://doi.org/10.1145/3468264.3477214,inproceedings
"Andre Lustosa, Tim Menzies",Documenting evidence of a reuse of 'RefactoringMiner 2.0'.,ESEC/SIGSOFT FSE,2021: 1598,https://doi.org/10.1145/3468264.3477215,inproceedings
"Kewen Peng, Tim Menzies","Documenting evidence of a reuse of 'what is a feature? a qualitative study of
                features in industrial software product lines'.",ESEC/SIGSOFT FSE,2021: 1599,https://doi.org/10.1145/3468264.3477216,inproceedings
"Kewen Peng, Tim Menzies","Documenting evidence of a reuse of '""why should I trust you?"": explaining the
                predictions of any classifier'.",ESEC/SIGSOFT FSE,2021: 1600,https://doi.org/10.1145/3468264.3477217,inproceedings
"Xueqi Yang, Tim Menzies","Documenting evidence of a replication of 'populating a release history database
                from version control and bug tracking systems'.",ESEC/SIGSOFT FSE,2021: 1601,https://doi.org/10.1145/3468264.3477218,inproceedings
"Xueqi Yang, Tim Menzies","Documenting evidence of a replication of 'analyze this! 145 questions for data
                scientists in software engineering'.",ESEC/SIGSOFT FSE,2021: 1602,https://doi.org/10.1145/3468264.3477219,inproceedings
"Xueqi Yang, Tim Menzies","Documenting evidence of a reproduction of 'is there a ""golden"" feature set for
                static warning identification? - an experimental evaluation'.",ESEC/SIGSOFT FSE,2021: 1603,https://doi.org/10.1145/3468264.3477220,inproceedings
"Jianfeng Chen, Xipeng Shen, Tim Menzies","Faster SAT Solving for Software with Repeated Structures (with Case Studies on
                Software Test Suite Minimization).",CoRR,abs/2101.02817(2021): ,https://arxiv.org/abs/2101.02817,article
"Rahul Yedida, Xueqi Yang, Tim Menzies","When SIMPLE is better than complex: A case study on deep learning for predicting
                Bugzilla issue close time.",CoRR,abs/2101.06319(2021): ,https://arxiv.org/abs/2101.06319,article
"Sarah Elder, Nusrat Zahan, Val Kozarev, Rui Shu, Tim Menzies, Laurie A. Williams","Structuring a Comprehensive Software Security Course Around the OWASP Application
                Security Verification Standard.",CoRR,abs/2103.05088(2021): ,https://arxiv.org/abs/2103.05088,article
"Huy Tu, George Papadimitriou 0002, Mariam Kiran, Cong Wang 0014, Anirban Mandal, Ewa Deelman, Tim Menzies",Mining Scientific Workflows for Anomalous Data Transfers.,CoRR,abs/2103.12221(2021): ,https://arxiv.org/abs/2103.12221,article
"N. C. Shrikanth, Tim Menzies",The Early Bird Catches the Worm: Better Early Life Cycle Defect Predictors.,CoRR,abs/2105.11082(2021): ,https://arxiv.org/abs/2105.11082,article
"Joymallya Chakraborty, Suvodeep Majumder, Tim Menzies",Bias in Machine Learning Software: Why? How? What to do?,CoRR,abs/2105.12195(2021): ,https://arxiv.org/abs/2105.12195,article
"Kewen Peng, Christian Kaltenecker, Norbert Siegmund, Sven Apel, Tim Menzies",VEER: Disagreement-Free Multi-objective Configuration.,CoRR,abs/2106.02716(2021): ,https://arxiv.org/abs/2106.02716,article
"Andre Lustosa, Tim Menzies",Preference Discovery in Large Product Lines.,CoRR,abs/2106.03792(2021): ,https://arxiv.org/abs/2106.03792,article
"Rahul Yedida, Rahul Krishna, Anup K. Kalia, Tim Menzies, Jin Xiao, Maja Vukovic","Lessons learned from hyper-parameter tuning for microservice candidate
                identification.",CoRR,abs/2106.06652(2021): ,https://arxiv.org/abs/2106.06652,article
"Tim Menzies, Kewen Peng, Andre Lustosa","Fairer Software Made Easier (using ""Keys"").",CoRR,abs/2107.05088(2021): ,https://arxiv.org/abs/2107.05088,article
"Maria Teresa Baldassarre, Neil A. Ernst, Ben Hermann 0001, Tim Menzies, Rahul Yedida",Crowdsourcing the State of the Art(ifacts).,CoRR,abs/2108.06821(2021): ,https://arxiv.org/abs/2108.06821,article
"Huy Tu, Tim Menzies",FRUGAL: Unlocking SSL for Software Analytics.,CoRR,abs/2108.09847(2021): ,https://arxiv.org/abs/2108.09847,article
"Rahul Yedida, Rahul Krishna, Anup K. Kalia, Tim Menzies, Jin Xiao, Maja Vukovic",Partitioning Cloud-based Microservices (via Deep Learning).,CoRR,abs/2109.14569(2021): ,https://arxiv.org/abs/2109.14569,article
"Kewen Peng, Joymallya Chakraborty, Tim Menzies",xFAIR: Better Fairness via Model-based Rebalancing of Protected Attributes.,CoRR,abs/2110.01109(2021): ,https://arxiv.org/abs/2110.01109,article
"Mehdi Bahrami, N. C. Shrikanth, Shade Ruangwan, Lei Liu, Yuji Mizobuchi, Masahiro Fukuyori, Wei-Peng Chen, Kazuki Munakata, Tim Menzies",PyTorrent: A Python Library Corpus for Large-scale Language Models.,CoRR,abs/2110.01710(2021): ,https://arxiv.org/abs/2110.01710,article
"Andre Lustosa, Tim Menzies","SNEAK: Faster Interactive Search-based Software Engineering (using
                Semi-Supervised Learning).",CoRR,abs/2110.02922(2021): ,https://arxiv.org/abs/2110.02922,article
"Suvodeep Majumder, Joymallya Chakraborty, Gina R. Bai, Kathryn T. Stolee, Tim Menzies",Fair Enough: Searching for Sufficient Measures of Fairness.,CoRR,abs/2110.13029(2021): ,https://arxiv.org/abs/2110.13029,article
"Joymallya Chakraborty, Huy Tu, Suvodeep Majumder, Tim Menzies",Can We Achieve Fairness Using Semi-Supervised Learning?,CoRR,abs/2111.02038(2021): ,https://arxiv.org/abs/2111.02038,article
"Xiao Ling, Tim Menzies","Faster Multi-Goal Simulation-Based Testing Using DoLesS (Domination with Least
                Square Approximation).",CoRR,abs/2112.01598(2021): ,https://arxiv.org/abs/2112.01598,article
"Amritanshu Agrawal, Tim Menzies, Leandro L. Minku, Markus Wagner 0007, Zhe Yu 0002","Better software analytics via ""DUO"": Data mining algorithms using/used-by
                optimizers.",Empir. Softw. Eng.,25(2020): 2099-2136,https://doi.org/10.1007/s10664-020-09808-9,article
"Rahul Krishna, Tim Menzies",Learning actionable analytics from multiple software projects.,Empir. Softw. Eng.,25(2020): 3468-3500,https://doi.org/10.1007/s10664-020-09843-6,article
Tim Menzies,The Five Laws of SE for AI.,IEEE Softw.,37(2020): 81-85,https://doi.org/10.1109/MS.2019.2954841,article
"Anita D. Carleton, Erin Harper, Tim Menzies, Tao Xie 0001, Sigrid Eldh, Michael R. Lyu",The AI Effect: Working at the Intersection of AI and SE.,IEEE Softw.,37(2020): 26-35,https://doi.org/10.1109/MS.2020.2987666,article
"Anita D. Carleton, Erin Harper, Michael R. Lyu, Sigrid Eldh, Tao Xie 0001, Tim Menzies",Expert Perspectives on AI.,IEEE Softw.,37(2020): 87-94,https://doi.org/10.1109/MS.2020.2987673,article
"Junjie Wang 0001, Ye Yang, Tim Menzies, Qing Wang 0001","iSENSE2.0: Improving Completion-aware Crowdtesting Management with Duplicate
                Tagger and Sanity Checker.",ACM Trans. Softw. Eng. Methodol.,29(2020): 24:1-24:27,https://doi.org/10.1145/3394602,article
"Vivek Nair, Zhe Yu 0002, Tim Menzies, Norbert Siegmund, Sven Apel",Finding Faster Configurations Using FLASH.,IEEE Trans. Software Eng.,46(2020): 794-811,https://doi.org/10.1109/TSE.2018.2870895,article
"N. C. Shrikanth, Tim Menzies",Assessing practitioner beliefs about software defect prediction.,ICSE (SEIP),2020: 182-190,https://doi.org/10.1145/3377813.3381367,inproceedings
"N. C. Shrikanth, Tim Menzies",What disconnects practitioner belief and empirical evidence?,ICSE (Companion Volume),2020: 286-287,https://doi.org/10.1145/3377812.3390802,inproceedings
"Joymallya Chakraborty, Kewen Peng, Tim Menzies",Making Fair ML Software using Trustworthy Explanation.,ASE,2020: 1229-1233,https://doi.org/10.1145/3324884.3418932,inproceedings
"Joymallya Chakraborty, Suvodeep Majumder, Zhe Yu 0002, Tim Menzies",Fairway: a way to build fair ML software.,ESEC/SIGSOFT FSE,2020: 654-665,https://doi.org/10.1145/3368089.3409697,inproceedings
"Zhe Yu 0002, Fahmid Morshed Fahid, Huy Tu, Tim Menzies",Identifying Self-Admitted Technical Debts with Jitterbug: A Two-step Approach.,CoRR,abs/2002.11049(2020): ,https://arxiv.org/abs/2002.11049,article
"Huy Tu, Rishabh Agrawal, Tim Menzies",The Changing Nature of Computational Science Software.,CoRR,abs/2003.05922(2020): ,https://arxiv.org/abs/2003.05922,article
"Kewen Peng, Tim Menzies","How to Improve AI Tools (by Adding in SE Knowledge): Experiments with the
                TimeLIME Defect Reduction Tool.",CoRR,abs/2003.06887(2020): ,https://arxiv.org/abs/2003.06887,article
"Joymallya Chakraborty, Suvodeep Majumder, Zhe Wu, Tim Menzies",Fairway: SE Principles for Building Fairer Software.,CoRR,abs/2003.10354(2020): ,https://arxiv.org/abs/2003.10354,article
"Xueqi Yang, Jianfeng Chen, Rahul Yedida, Zhe Yu 0002, Tim Menzies",How to Recognize Actionable Static Code Warnings (Using Linear SVMs).,CoRR,abs/2006.00444(2020): ,https://arxiv.org/abs/2006.00444,article
"N. C. Shrikanth, William Nichols, Fahmid Morshed Fahid, Tim Menzies",Assessing Practitioner Beliefs about Software Engineering.,CoRR,abs/2006.05060(2020): ,https://arxiv.org/abs/2006.05060,article
"Tianpei Xia, Wei Fu 0002, Rui Shu, Tim Menzies","Predicting Project Health for Open Source Projects (using the DECART
                Hyperparameter Optimizer).",CoRR,abs/2006.07240(2020): ,https://arxiv.org/abs/2006.07240,article
"Kewen Peng, Tim Menzies",Defect Reduction Planning (using TimeLIME).,CoRR,abs/2006.07416(2020): ,https://arxiv.org/abs/2006.07416,article
"Joymallya Chakraborty, Kewen Peng, Tim Menzies",Making Fair ML Software using Trustworthy Explanation.,CoRR,abs/2007.02893(2020): ,https://arxiv.org/abs/2007.02893,article
"Xiao Ling, Rishabh Agrawal, Tim Menzies",How Different is Test Case Prioritization for Open and Closed Source Projects?,CoRR,abs/2008.00612(2020): ,https://arxiv.org/abs/2008.00612,article
"Rahul Yedida, Tim Menzies","Improving Deep Learning for Defect Prediction (using the GHOST Hyperparameter
                Optimizer).",CoRR,abs/2008.03835(2020): ,https://arxiv.org/abs/2008.03835,article
"Amritanshu Agrawal, Xueqi Yang, Rishabh Agrawal, Xipeng Shen, Tim Menzies","Simpler Hyperparameter Optimization for Software Analytics: Why, How, When?",CoRR,abs/2008.07334(2020): ,https://arxiv.org/abs/2008.07334,article
"Suvodeep Majumder, Pranav Mody, Tim Menzies",Revisiting Process versus Product Metrics: a Large Scale Analysis.,CoRR,abs/2008.09569(2020): ,https://arxiv.org/abs/2008.09569,article
"Rui Shu, Tianpei Xia, Laurie A. Williams, Tim Menzies","Omni: Automated Ensemble with Unexpected Models against Adversarial Evasion
                Attack.",CoRR,abs/2011.12720(2020): ,https://arxiv.org/abs/2011.12720,article
"N. C. Shrikanth, Suvodeep Majumder, Tim Menzies",Early Life Cycle Software Defect Prediction. Why? How?,CoRR,abs/2011.13071(2020): ,https://arxiv.org/abs/2011.13071,article
"Zhe Yu 0002, Tim Menzies", FAST ,Expert Syst. Appl.,120(2019): 57-71,https://doi.org/10.1016/j.eswa.2018.11.021,article
"Junjie Wang 0001, Mingyang Li, Song Wang 0009, Tim Menzies, Qing Wang 0001","Images don't lie: Duplicate crowdtesting reports detection with screenshot
                information.",Inf. Softw. Technol.,110(2019): 139-155,https://doi.org/10.1016/j.infsof.2019.03.003,article
"Tim Menzies, Martin J. Shepperd","""Bad smells"" in software analytics papers.",Inf. Softw. Technol.,112(2019): 35-47,https://doi.org/10.1016/j.infsof.2019.04.005,article
"Jianfeng Chen, Vivek Nair, Rahul Krishna, Tim Menzies","""Sampling"" as a Baseline Optimizer for Search-Based Software Engineering.",IEEE Trans. Software Eng.,45(2019): 597-614,https://doi.org/10.1109/TSE.2018.2790925,article
"Morakot Choetkiertikul, Hoa Khanh Dam, Truyen Tran 0001, Trang Pham, Aditya Ghose, Tim Menzies",A Deep Learning Model for Estimating Story Points.,IEEE Trans. Software Eng.,45(2019): 637-656,https://doi.org/10.1109/TSE.2018.2792473,article
"Rahul Krishna, Tim Menzies",Bellwethers: A Baseline Method for Transfer Learning.,IEEE Trans. Software Eng.,45(2019): 1081-1105,https://doi.org/10.1109/TSE.2018.2821670,article
Tim Menzies,Take control: on the unreasonable effectiveness of software analytics.,ICSE (SEIP),2019: 265-266,https://doi.org/10.1109/ICSE-SEIP.2019.00037,inproceedings
"Junjie Wang 0001, Ye Yang, Rahul Krishna, Tim Menzies, Qing Wang 0001",iSENSE: completion-aware crowdtesting management.,ICSE,2019: 912-923,https://doi.org/10.1109/ICSE.2019.00097,inproceedings
"Di Chen, Kathryn T. Stolee, Tim Menzies",Replication can improve prior results: a GitHub study of pull request acceptance.,ICPC,2019: 179-190,https://doi.org/10.1109/ICPC.2019.00037,inproceedings
"Zhe Yu 0002, Fahmid M. Fahid, Tim Menzies, Gregg Rothermel, Kyle Patrick, Snehit Cherian",TERMINATOR: better automated UI test case prioritization.,ESEC/SIGSOFT FSE,2019: 883-894,https://doi.org/10.1145/3338906.3340448,inproceedings
"Jianfeng Chen, Joymallya Chakraborty, Philip Clark, Kevin Haverlock, Snehit Cherian, Tim Menzies",Predicting breakdowns in cloud services (with SPIKE).,ESEC/SIGSOFT FSE,2019: 916-924,https://doi.org/10.1145/3338906.3340450,inproceedings
"Amritanshu Agrawal, Wei Fu 0002, Di Chen, Xipeng Shen, Tim Menzies","How to ""DODGE"" Complex Software Analytics?",CoRR,abs/1902.01838(2019): ,http://arxiv.org/abs/1902.01838,article
"Di Chen, Kathryn T. Stolee, Tim Menzies",Replication Can Improve Prior Results: A GitHub Study of Pull Request Acceptance.,CoRR,abs/1902.04060(2019): ,http://arxiv.org/abs/1902.04060,article
"N. C. Shrikanth, Tim Menzies","Assessing Developer Beliefs: A Reply to ""Perceptions, Expectations, and
                Challenges in Defect Prediction"".",CoRR,abs/1904.05794(2019): ,http://arxiv.org/abs/1904.05794,article
"Suvodeep Majumder, Joymallya Chakraborty, Amritanshu Agrawal, Tim Menzies",Why Software Projects need Heroes (Lessons Learned from 1100+ Projects).,CoRR,abs/1904.09954(2019): ,http://arxiv.org/abs/1904.09954,article
"Huy Tu, Tim Menzies", Enhanced Labeling of Issue Reports (with F ,CoRR,abs/1905.01719(2019): ,http://arxiv.org/abs/1905.01719,article
"Jianfeng Chen, Tim Menzies",Faster Creation of Smaller Test Suites (with SNAP).,CoRR,abs/1905.05358(2019): ,http://arxiv.org/abs/1905.05358,article
"Joymallya Chakraborty, Tianpei Xia, Fahmid M. Fahid, Tim Menzies",Software Engineering for Fairness: A Case Study with Hyperparameter Optimization.,CoRR,abs/1905.05786(2019): ,http://arxiv.org/abs/1905.05786,article
"Jianfeng Chen, Joymallya Chakraborty, Philip Clark, Kevin Haverlock, Snehit Cherian, Tim Menzies",Predicting Breakdowns in Cloud Services (with SPIKE).,CoRR,abs/1905.06390(2019): ,http://arxiv.org/abs/1905.06390,article
